"time","row","total_rows","type","value"
1,"109","200","Prevalence",0.147268622253406
2,"109","200","Prevalence",0.147268622253406
3,"109","200","Prevalence",0.147268622253406
4,"109","200","Prevalence",0.147268622253406
5,"109","200","Prevalence",0.147268622253406
6,"109","200","Prevalence",0.147268622253406
7,"109","200","Prevalence",0.147268622253406
8,"109","200","Prevalence",0.147268622253406
9,"109","200","Prevalence",0.147268622253406
10,"109","200","Prevalence",0.147268622253406
11,"109","200","Prevalence",0.147268622253406
12,"109","200","Prevalence",0.147268622253406
13,"109","200","Prevalence",0.147268622253406
14,"109","200","Prevalence",0.147268622253406
15,"109","200","Prevalence",0.147268622253406
16,"109","200","Prevalence",0.147268622253406
17,"109","200","Prevalence",0.147268622253406
18,"109","200","Prevalence",0.147268622253406
19,"109","200","Prevalence",0.147268622253406
20,"109","200","Prevalence",0.147268622253406
21,"109","200","Prevalence",0.147268622253406
22,"109","200","Prevalence",0.147268622253406
23,"109","200","Prevalence",0.147268622253406
24,"109","200","Prevalence",0.147267759138786
25,"109","200","Prevalence",0.147258607675381
26,"109","200","Prevalence",0.147230193325962
27,"109","200","Prevalence",0.147173468228493
28,"109","200","Prevalence",0.147081969944699
29,"109","200","Prevalence",0.146951456839563
30,"109","200","Prevalence",0.146779459897154
31,"109","200","Prevalence",0.146564892148432
32,"109","200","Prevalence",0.146307727140176
33,"109","200","Prevalence",0.146008738182665
34,"109","200","Prevalence",0.145669288405862
35,"109","200","Prevalence",0.145291162738529
36,"109","200","Prevalence",0.144876434292794
37,"109","200","Prevalence",0.144427358881672
38,"109","200","Prevalence",0.143946292466274
39,"109","200","Prevalence",0.143435627232077
40,"109","200","Prevalence",0.142897742749247
41,"109","200","Prevalence",0.14233496930148
42,"109","200","Prevalence",0.141749560990093
43,"109","200","Prevalence",0.141143676652472
44,"109","200","Prevalence",0.140519366991088
45,"109","200","Prevalence",0.139878566603884
46,"109","200","Prevalence",0.139223089849539
47,"109","200","Prevalence",0.138554629680927
48,"109","200","Prevalence",0.137874758744411
49,"109","200","Prevalence",0.137184932177665
50,"109","200","Prevalence",0.136486491649621
51,"109","200","Prevalence",0.13578067027711
52,"109","200","Prevalence",0.135068598127293
53,"109","200","Prevalence",0.134351308075957
54,"109","200","Prevalence",0.133629741841544
55,"109","200","Prevalence",0.132904756055367
56,"109","200","Prevalence",0.132177128261416
57,"109","200","Prevalence",0.131447562765874
58,"109","200","Prevalence",0.130716696278006
59,"109","200","Prevalence",0.129985103299576
60,"109","200","Prevalence",0.129253301220755
61,"109","200","Prevalence",0.128521755110459
62,"109","200","Prevalence",0.127790882227994
63,"109","200","Prevalence",0.127061056255531
64,"109","200","Prevalence",0.126332611241828
65,"109","200","Prevalence",0.125605845255582
66,"109","200","Prevalence",0.124881023754455
67,"109","200","Prevalence",0.124158382680777
68,"109","200","Prevalence",0.123438131297982
69,"109","200","Prevalence",0.122720454783242
70,"109","200","Prevalence",0.122005516592544
71,"109","200","Prevalence",0.121293460614405
72,"109","200","Prevalence",0.120584413128041
73,"109","200","Prevalence",0.119878484581189
74,"109","200","Prevalence",0.119175771202127
75,"109","200","Prevalence",0.118476356459583
76,"109","200","Prevalence",0.117780312383241
77,"109","200","Prevalence",0.117087700757032
78,"109","200","Prevalence",0.116398574196137
79,"109","200","Prevalence",0.115712977118215
80,"109","200","Prevalence",0.115030946618276
81,"109","200","Prevalence",0.114352513256069
82,"109","200","Prevalence",0.113677701764139
83,"109","200","Prevalence",0.113006531683885
84,"109","200","Prevalence",0.112339017936536
85,"109","200","Prevalence",0.111675171335274
86,"109","200","Prevalence",0.111014999044178
87,"109","200","Prevalence",0.110358504989229
88,"109","200","Prevalence",0.109705690226074
89,"109","200","Prevalence",0.109056553268914
90,"109","200","Prevalence",0.108411090384363
91,"109","200","Prevalence",0.107769295853862
92,"109","200","Prevalence",0.107131162207892
93,"109","200","Prevalence",0.106496680434784
94,"109","200","Prevalence",0.105865840166878
95,"109","200","Prevalence",0.105238629846297
96,"109","200","Prevalence",0.104615036872562
