"time","row","total_rows","type","value"
1,"150","200","Prevalence",0.147268622253406
2,"150","200","Prevalence",0.147268622253406
3,"150","200","Prevalence",0.147268622253406
4,"150","200","Prevalence",0.147268622253406
5,"150","200","Prevalence",0.147268622253406
6,"150","200","Prevalence",0.147268622253406
7,"150","200","Prevalence",0.147268622253406
8,"150","200","Prevalence",0.147268622253406
9,"150","200","Prevalence",0.147268622253406
10,"150","200","Prevalence",0.147268622253406
11,"150","200","Prevalence",0.147268622253406
12,"150","200","Prevalence",0.147268622253406
13,"150","200","Prevalence",0.147268622253406
14,"150","200","Prevalence",0.147268622253406
15,"150","200","Prevalence",0.147268622253406
16,"150","200","Prevalence",0.147268622253406
17,"150","200","Prevalence",0.147268622253406
18,"150","200","Prevalence",0.147268622253406
19,"150","200","Prevalence",0.147268622253406
20,"150","200","Prevalence",0.147268622253406
21,"150","200","Prevalence",0.147268622253406
22,"150","200","Prevalence",0.147268622253406
23,"150","200","Prevalence",0.147268622253748
24,"150","200","Prevalence",0.147267668241482
25,"150","200","Prevalence",0.147257571695142
26,"150","200","Prevalence",0.147226341613311
27,"150","200","Prevalence",0.147164264189784
28,"150","200","Prevalence",0.147064578048459
29,"150","200","Prevalence",0.146923017937982
30,"150","200","Prevalence",0.146737279770505
31,"150","200","Prevalence",0.146506562051266
32,"150","200","Prevalence",0.146231193513484
33,"150","200","Prevalence",0.145912335275148
34,"150","200","Prevalence",0.145551744463108
35,"150","200","Prevalence",0.145151587913177
36,"150","200","Prevalence",0.144714296446971
37,"150","200","Prevalence",0.144242451901903
38,"150","200","Prevalence",0.143738700503558
39,"150","200","Prevalence",0.143205687348439
40,"150","200","Prevalence",0.142646007735443
41,"150","200","Prevalence",0.142062171883609
42,"150","200","Prevalence",0.141456580229163
43,"150","200","Prevalence",0.140831507030776
44,"150","200","Prevalence",0.140189090448354
45,"150","200","Prevalence",0.139531327618035
46,"150","200","Prevalence",0.138860073536718
47,"150","200","Prevalence",0.138177042805463
48,"150","200","Prevalence",0.13748381347334
49,"150","200","Prevalence",0.136781832380128
50,"150","200","Prevalence",0.136072421521847
51,"150","200","Prevalence",0.135356785066572
52,"150","200","Prevalence",0.134636016730502
53,"150","200","Prevalence",0.133911107292217
54,"150","200","Prevalence",0.133182952074542
55,"150","200","Prevalence",0.132452358268861
56,"150","200","Prevalence",0.131720052011785
57,"150","200","Prevalence",0.130986685147322
58,"150","200","Prevalence",0.130252841634429
59,"150","200","Prevalence",0.129519043571641
60,"150","200","Prevalence",0.128785756799978
61,"150","200","Prevalence",0.128053396085795
62,"150","200","Prevalence",0.12732232993618
63,"150","200","Prevalence",0.126592885068996
64,"150","200","Prevalence",0.125865350535421
65,"150","200","Prevalence",0.125139981501686
66,"150","200","Prevalence",0.124417002703149
67,"150","200","Prevalence",0.12369661158662
68,"150","200","Prevalence",0.122978981162724
69,"150","200","Prevalence",0.122264262586638
70,"150","200","Prevalence",0.121552587490515
71,"150","200","Prevalence",0.120844070085275
72,"150","200","Prevalence",0.12013880905362
73,"150","200","Prevalence",0.1194368892507
74,"150","200","Prevalence",0.118738383231404
75,"150","200","Prevalence",0.118043352618623
76,"150","200","Prevalence",0.117351849328982
77,"150","200","Prevalence",0.116663916668817
78,"150","200","Prevalence",0.115979590313255
79,"150","200","Prevalence",0.115298899180036
80,"150","200","Prevalence",0.114621866208703
81,"150","200","Prevalence",0.113948509054579
82,"150","200","Prevalence",0.113278840706856
83,"150","200","Prevalence",0.112612870037725
84,"150","200","Prevalence",0.111950602291045
85,"150","200","Prevalence",0.111292039515614
86,"150","200","Prevalence",0.110637180950302
87,"150","200","Prevalence",0.109986023365058
88,"150","200","Prevalence",0.109338561363579
89,"150","200","Prevalence",0.108694787651131
90,"150","200","Prevalence",0.108054693271791
91,"150","200","Prevalence",0.107418267818341
92,"150","200","Prevalence",0.106785499617798
93,"150","200","Prevalence",0.106156375895568
94,"150","200","Prevalence",0.105530882920234
95,"150","200","Prevalence",0.104909006131683
96,"150","200","Prevalence",0.104290730253876
97,"150","200","Prevalence",0.103676039394665
98,"150","200","Prevalence",0.10306491713345
99,"150","200","Prevalence",0.102457346598802
100,"150","200","Prevalence",0.101853310536465
101,"150","200","Prevalence",0.101252791369606
102,"150","200","Prevalence",0.100655771251466
103,"150","200","Prevalence",0.100062232112035
104,"150","200","Prevalence",0.0994721556987349
105,"150","200","Prevalence",0.0988855236124997
106,"150","200","Prevalence",0.0983023173391423
107,"150","200","Prevalence",0.0977225182771822
108,"150","200","Prevalence",0.0971461077619709
109,"150","200","Prevalence",0.0965730670870971
110,"150","200","Prevalence",0.0960033775228924
111,"150","200","Prevalence",0.0954370203328446
112,"150","200","Prevalence",0.0948739767877493
113,"150","200","Prevalence",0.0943142281782465
114,"150","200","Prevalence",0.0937577558256035
115,"150","200","Prevalence",0.0932045410912443
116,"150","200","Prevalence",0.0926545653849301
117,"150","200","Prevalence",0.0921078101719579
118,"150","200","Prevalence",0.0915642569793336
119,"150","200","Prevalence",0.091023887401165
120,"150","200","Prevalence",0.0904866831032899
121,"150","200","Prevalence",0.0899526258272711
122,"150","200","Prevalence",0.0894216973938379
123,"150","200","Prevalence",0.0888938797057978
124,"150","200","Prevalence",0.0883691547505696
125,"150","200","Prevalence",0.0878475046022566
126,"150","200","Prevalence",0.0873289114234853
127,"150","200","Prevalence",0.0868133574668294
128,"150","200","Prevalence",0.0863008250761192
129,"150","200","Prevalence",0.0857912966873641
130,"150","200","Prevalence",0.0852847548296594
131,"150","200","Prevalence",0.0847811821257205
132,"150","200","Prevalence",0.0842805612924853
133,"150","200","Prevalence",0.0837828751413483
134,"150","200","Prevalence",0.0832881065785335
135,"150","200","Prevalence",0.0827962386050963
136,"150","200","Prevalence",0.0823072543171248
137,"150","200","Prevalence",0.0818211369055621
138,"150","200","Prevalence",0.0813378696562795
139,"150","200","Prevalence",0.0808574359497605
140,"150","200","Prevalence",0.0803798192610798
141,"150","200","Prevalence",0.0799050031594799
142,"150","200","Prevalence",0.0794329713082813
143,"150","200","Prevalence",0.078963707464378
144,"150","200","Prevalence",0.0784971954780955
145,"150","200","Prevalence",0.0780334192926265
146,"150","200","Prevalence",0.0775723629438501
147,"150","200","Prevalence",0.0771140105597236
148,"150","200","Prevalence",0.0766583463600724
149,"150","200","Prevalence",0.0762053546559509
150,"150","200","Prevalence",0.0757550198494105
151,"150","200","Prevalence",0.0753073264328393
152,"150","200","Prevalence",0.0748622589887128
153,"150","200","Prevalence",0.0744198021889218
154,"150","200","Prevalence",0.073979940794508
155,"150","200","Prevalence",0.0735426596549878
156,"150","200","Prevalence",0.0731079437080741
157,"150","200","Prevalence",0.0726757779790013
158,"150","200","Prevalence",0.0722461475802357
159,"150","200","Prevalence",0.0718190377108057
160,"150","200","Prevalence",0.0713944336560011
161,"150","200","Prevalence",0.0709723207867123
162,"150","200","Prevalence",0.0705526845591192
163,"150","200","Prevalence",0.070135510514042
164,"150","200","Prevalence",0.0697207842766197
165,"150","200","Prevalence",0.0693084915556751
166,"150","200","Prevalence",0.0688986181433832
167,"150","200","Prevalence",0.0684911499146515
168,"150","200","Prevalence",0.0680860728267781
169,"150","200","Prevalence",0.0676833729188498
170,"150","200","Prevalence",0.0672830363113888
171,"150","200","Prevalence",0.0668850492057703
172,"150","200","Prevalence",0.0664893978838572
173,"150","200","Prevalence",0.0660960687074383
174,"150","200","Prevalence",0.0657050481178507
175,"150","200","Prevalence",0.0653163226354396
