"time","row","total_rows","type","value"
1,"125","200","Prevalence",0.147268622253406
2,"125","200","Prevalence",0.147268622253406
3,"125","200","Prevalence",0.147268622253406
4,"125","200","Prevalence",0.147268622253406
5,"125","200","Prevalence",0.147268622253406
6,"125","200","Prevalence",0.147268622253406
7,"125","200","Prevalence",0.147268622253406
8,"125","200","Prevalence",0.147268622253406
9,"125","200","Prevalence",0.147268622253406
10,"125","200","Prevalence",0.147268622253406
11,"125","200","Prevalence",0.147268622253406
12,"125","200","Prevalence",0.147268622253406
13,"125","200","Prevalence",0.147268622253406
14,"125","200","Prevalence",0.147268622253406
15,"125","200","Prevalence",0.147268622253406
16,"125","200","Prevalence",0.147268622253406
17,"125","200","Prevalence",0.147268622253406
18,"125","200","Prevalence",0.147268622253406
19,"125","200","Prevalence",0.147268622253406
20,"125","200","Prevalence",0.147268622253406
21,"125","200","Prevalence",0.147268622253406
22,"125","200","Prevalence",0.147268622253406
23,"125","200","Prevalence",0.147268622255246
24,"125","200","Prevalence",0.147267881477678
25,"125","200","Prevalence",0.147259972824669
26,"125","200","Prevalence",0.147235264444029
27,"125","200","Prevalence",0.147185637366199
28,"125","200","Prevalence",0.14710510906542
29,"125","200","Prevalence",0.146989570108699
30,"125","200","Prevalence",0.146836435743524
31,"125","200","Prevalence",0.146644335528236
32,"125","200","Prevalence",0.146412853352548
33,"125","200","Prevalence",0.146142312950443
34,"125","200","Prevalence",0.145833602109955
35,"125","200","Prevalence",0.145488029332092
36,"125","200","Prevalence",0.145107207551053
37,"125","200","Prevalence",0.144692960343731
38,"125","200","Prevalence",0.14424724677309
39,"125","200","Prevalence",0.143772101629069
40,"125","200","Prevalence",0.143269588356655
41,"125","200","Prevalence",0.142741762407369
42,"125","200","Prevalence",0.142190643127062
43,"125","200","Prevalence",0.141618192609686
44,"125","200","Prevalence",0.141026300212108
45,"125","200","Prevalence",0.140416771647219
46,"125","200","Prevalence",0.139791321759273
47,"125","200","Prevalence",0.139151570239551
48,"125","200","Prevalence",0.138499039670984
49,"125","200","Prevalence",0.137835155397839
50,"125","200","Prevalence",0.137161246806726
51,"125","200","Prevalence",0.136478549680218
52,"125","200","Prevalence",0.13578820934669
53,"125","200","Prevalence",0.135091284401824
54,"125","200","Prevalence",0.134388750820348
55,"125","200","Prevalence",0.133681506312206
56,"125","200","Prevalence",0.132970374807055
57,"125","200","Prevalence",0.132256110975347
58,"125","200","Prevalence",0.131539404714503
59,"125","200","Prevalence",0.130820885542097
60,"125","200","Prevalence",0.130101126828609
61,"125","200","Prevalence",0.129380649838335
62,"125","200","Prevalence",0.128659927613708
63,"125","200","Prevalence",0.127939388699085
64,"125","200","Prevalence",0.127219420680531
65,"125","200","Prevalence",0.126500373525436
66,"125","200","Prevalence",0.125782562714496
67,"125","200","Prevalence",0.125066272164583
68,"125","200","Prevalence",0.124351756946728
69,"125","200","Prevalence",0.123639245805645
70,"125","200","Prevalence",0.122928943489025
71,"125","200","Prevalence",0.122221032896042
72,"125","200","Prevalence",0.12151567705572
73,"125","200","Prevalence",0.120813020944891
74,"125","200","Prevalence",0.120113193155983
75,"125","200","Prevalence",0.119416307425599
76,"125","200","Prevalence",0.118722464032522
77,"125","200","Prevalence",0.118031751075285
78,"125","200","Prevalence",0.117344245638256
79,"125","200","Prevalence",0.116660014854192
80,"125","200","Prevalence",0.115979116872067
81,"125","200","Prevalence",0.115301601737467
82,"125","200","Prevalence",0.114627512192349
83,"125","200","Prevalence",0.113956884401154
84,"125","200","Prevalence",0.113289748609543
85,"125","200","Prevalence",0.112626129741111
86,"125","200","Prevalence",0.111966047938143
87,"125","200","Prevalence",0.11130951905043
88,"125","200","Prevalence",0.110656555077412
89,"125","200","Prevalence",0.110007164567683
90,"125","200","Prevalence",0.109361352979641
91,"125","200","Prevalence",0.108719123006912
92,"125","200","Prevalence",0.108080474871837
93,"125","200","Prevalence",0.10744540659
94,"125","200","Prevalence",0.106813914208355
95,"125","200","Prevalence",0.106185992019755
96,"125","200","Prevalence",0.105561632755919
97,"125","200","Prevalence",0.104940827760873
98,"125","200","Prevalence",0.104323567147031
99,"125","200","Prevalence",0.103709839935288
100,"125","200","Prevalence",0.103099634180825
101,"125","200","Prevalence",0.102492937086167
102,"125","200","Prevalence",0.101889735102468
103,"125","200","Prevalence",0.101290014020398
104,"125","200","Prevalence",0.100693759051707
105,"125","200","Prevalence",0.100100954902155
106,"125","200","Prevalence",0.0995115858369415
107,"125","200","Prevalence",0.098925635739299
108,"125","200","Prevalence",0.0983430881627979
109,"125","200","Prevalence",0.0977639263782976
110,"125","200","Prevalence",0.0971881334158352
111,"125","200","Prevalence",0.0966156921020127
112,"125","200","Prevalence",0.0960465850935492
113,"125","200","Prevalence",0.0954807949070842
114,"125","200","Prevalence",0.0949183039458163
115,"125","200","Prevalence",0.0943590945233539
116,"125","200","Prevalence",0.0938031488848052
117,"125","200","Prevalence",0.0932504492257159
118,"125","200","Prevalence",0.0927009777088845
119,"125","200","Prevalence",0.0921547164792291
120,"125","200","Prevalence",0.0916116476771784
121,"125","200","Prevalence",0.0910717534504241
122,"125","200","Prevalence",0.0905350159643665
123,"125","200","Prevalence",0.0900014174114948
124,"125","200","Prevalence",0.0894709400195142
125,"125","200","Prevalence",0.0889435660586767
126,"125","200","Prevalence",0.0884192778482343
127,"125","200","Prevalence",0.0878980577620212
128,"125","200","Prevalence",0.08737988823355
129,"125","200","Prevalence",0.0868647517603583
130,"125","200","Prevalence",0.0863526309078229
131,"125","200","Prevalence",0.0858435083126279
132,"125","200","Prevalence",0.0853373666856104
133,"125","200","Prevalence",0.0848341888143678
134,"125","200","Prevalence",0.084333957565507
135,"125","200","Prevalence",0.0838366558864682
136,"125","200","Prevalence",0.0833422668072683
137,"125","200","Prevalence",0.082850773441863
138,"125","200","Prevalence",0.0823621589892945
139,"125","200","Prevalence",0.0818764067347855
140,"125","200","Prevalence",0.0813935000504725
141,"125","200","Prevalence",0.0809134223961259
142,"125","200","Prevalence",0.0804361573197241
143,"125","200","Prevalence",0.0799616884577857
144,"125","200","Prevalence",0.0794899995357817
145,"125","200","Prevalence",0.0790210743683206
146,"125","200","Prevalence",0.0785548968592443
147,"125","200","Prevalence",0.0780914510017891
148,"125","200","Prevalence",0.0776307208784942
149,"125","200","Prevalence",0.0771726906611831
150,"125","200","Prevalence",0.0767173446108877
151,"125","200","Prevalence",0.0762646670776041
152,"125","200","Prevalence",0.0758146425001901
153,"125","200","Prevalence",0.0753672554060999
154,"125","200","Prevalence",0.074922490411079
155,"125","200","Prevalence",0.0744803322189704
156,"125","200","Prevalence",0.0740407656213129
157,"125","200","Prevalence",0.0736037754970456
158,"125","200","Prevalence",0.0731693468121905
159,"125","200","Prevalence",0.0727374646193969
160,"125","200","Prevalence",0.07230811405765
161,"125","200","Prevalence",0.0718812803518439
162,"125","200","Prevalence",0.071456948812334
163,"125","200","Prevalence",0.0710351048346169
164,"125","200","Prevalence",0.0706157338988242
165,"125","200","Prevalence",0.0701988215693304
166,"125","200","Prevalence",0.0697843534943563
167,"125","200","Prevalence",0.0693723154054462
168,"125","200","Prevalence",0.0689626931171142
169,"125","200","Prevalence",0.0685554725263708
170,"125","200","Prevalence",0.0681506396122327
171,"125","200","Prevalence",0.0677481804353662
172,"125","200","Prevalence",0.0673480811375567
173,"125","200","Prevalence",0.0669503279412909
174,"125","200","Prevalence",0.0665549071493432
175,"125","200","Prevalence",0.0661618051442418
176,"125","200","Prevalence",0.0657710083879028
177,"125","200","Prevalence",0.0653825034211531
178,"125","200","Prevalence",0.0649962768632372
179,"125","200","Prevalence",0.0646123154114591
180,"125","200","Prevalence",0.0642306058406566
181,"125","200","Prevalence",0.0638511350027858
182,"125","200","Prevalence",0.0634738898265145
183,"125","200","Prevalence",0.0630988573166978
184,"125","200","Prevalence",0.0627260245540185
185,"125","200","Prevalence",0.0623553786945234
186,"125","200","Prevalence",0.061986906969141
187,"125","200","Prevalence",0.061620596683335
188,"125","200","Prevalence",0.0612564352165948
189,"125","200","Prevalence",0.0608944100220315
190,"125","200","Prevalence",0.0605345086259874
191,"125","200","Prevalence",0.0601767186275284
192,"125","200","Prevalence",0.0598210276980983
193,"125","200","Prevalence",0.0594674235810723
194,"125","200","Prevalence",0.0591158940912928
195,"125","200","Prevalence",0.0587664271147373
196,"125","200","Prevalence",0.0584190106080289
197,"125","200","Prevalence",0.0580736325980484
198,"125","200","Prevalence",0.0577302811815608
199,"125","200","Prevalence",0.0573889445247284
200,"125","200","Prevalence",0.0570496108627795
201,"125","200","Prevalence",0.0567122684995824
202,"125","200","Prevalence",0.0563769058071992
203,"125","200","Prevalence",0.0560435112255694
204,"125","200","Prevalence",0.0557120732620428
205,"125","200","Prevalence",0.0553825804910059
206,"125","200","Prevalence",0.0550550215535281
207,"125","200","Prevalence",0.0547293851568944
