"time","row","total_rows","type","value"
1,"89","200","Prevalence",0.147268622253406
2,"89","200","Prevalence",0.147268622253406
3,"89","200","Prevalence",0.147268622253406
4,"89","200","Prevalence",0.147268622253406
5,"89","200","Prevalence",0.147268622253406
6,"89","200","Prevalence",0.147268622253406
7,"89","200","Prevalence",0.147268622253406
8,"89","200","Prevalence",0.147268622253406
9,"89","200","Prevalence",0.147268622253406
10,"89","200","Prevalence",0.147268622253406
11,"89","200","Prevalence",0.147268622253406
12,"89","200","Prevalence",0.147268622253406
13,"89","200","Prevalence",0.147268622253406
14,"89","200","Prevalence",0.147268622253406
15,"89","200","Prevalence",0.147268622253406
16,"89","200","Prevalence",0.147268622253406
17,"89","200","Prevalence",0.147268622253406
18,"89","200","Prevalence",0.147268622253406
19,"89","200","Prevalence",0.147268622253406
20,"89","200","Prevalence",0.147268622253406
21,"89","200","Prevalence",0.147268622253406
22,"89","200","Prevalence",0.147268622253406
23,"89","200","Prevalence",0.147268622254681
24,"89","200","Prevalence",0.147268028204442
25,"89","200","Prevalence",0.147261639911166
26,"89","200","Prevalence",0.147241524297486
27,"89","200","Prevalence",0.147200794384972
28,"89","200","Prevalence",0.147134166425524
29,"89","200","Prevalence",0.147037802919043
30,"89","200","Prevalence",0.146909074986044
31,"89","200","Prevalence",0.146746343698183
32,"89","200","Prevalence",0.146548772473712
33,"89","200","Prevalence",0.146316168669418
34,"89","200","Prevalence",0.146048850633587
35,"89","200","Prevalence",0.145747536593786
36,"89","200","Prevalence",0.145413252159984
37,"89","200","Prevalence",0.145047253642522
38,"89","200","Prevalence",0.144650964768966
39,"89","200","Prevalence",0.144225924724958
40,"89","200","Prevalence",0.143773745743237
41,"89","200","Prevalence",0.143296078725518
42,"89","200","Prevalence",0.142794585606617
43,"89","200","Prevalence",0.142270917363767
44,"89","200","Prevalence",0.141726696740197
45,"89","200","Prevalence",0.141163504893923
46,"89","200","Prevalence",0.140582871303986
47,"89","200","Prevalence",0.13998626636967
48,"89","200","Prevalence",0.139375096225945
49,"89","200","Prevalence",0.138750699373533
50,"89","200","Prevalence",0.138114344785122
51,"89","200","Prevalence",0.137467231203559
52,"89","200","Prevalence",0.136810487393323
53,"89","200","Prevalence",0.136145173145761
54,"89","200","Prevalence",0.135472280871281
55,"89","200","Prevalence",0.134792737639649
56,"89","200","Prevalence",0.13410740755323
