"time","row","total_rows","type","value"
1,"83","200","Prevalence",0.147268622253406
2,"83","200","Prevalence",0.147268622253406
3,"83","200","Prevalence",0.147268622253406
4,"83","200","Prevalence",0.147268622253406
5,"83","200","Prevalence",0.147268622253406
6,"83","200","Prevalence",0.147268622253406
7,"83","200","Prevalence",0.147268622253406
8,"83","200","Prevalence",0.147268622253406
9,"83","200","Prevalence",0.147268622253406
10,"83","200","Prevalence",0.147268622253406
11,"83","200","Prevalence",0.147268622253406
12,"83","200","Prevalence",0.147268622253406
13,"83","200","Prevalence",0.147268622253406
14,"83","200","Prevalence",0.147268622253406
15,"83","200","Prevalence",0.147268622253406
16,"83","200","Prevalence",0.147268622253406
17,"83","200","Prevalence",0.147268622253406
18,"83","200","Prevalence",0.147268622253406
19,"83","200","Prevalence",0.147268622253406
20,"83","200","Prevalence",0.147268622253406
21,"83","200","Prevalence",0.147268622253406
22,"83","200","Prevalence",0.147268622253406
23,"83","200","Prevalence",0.147268622441447
24,"83","200","Prevalence",0.147268876540809
25,"83","200","Prevalence",0.147273059805112
26,"83","200","Prevalence",0.147288915141129
27,"83","200","Prevalence",0.147324054074205
28,"83","200","Prevalence",0.147384500281162
29,"83","200","Prevalence",0.147474651629419
30,"83","200","Prevalence",0.147597498454404
31,"83","200","Prevalence",0.147754858177354
32,"83","200","Prevalence",0.147947587391587
33,"83","200","Prevalence",0.148175767066293
34,"83","200","Prevalence",0.148438862170849
35,"83","200","Prevalence",0.148735858091039
36,"83","200","Prevalence",0.149065376124842
37,"83","200","Prevalence",0.149425770507502
38,"83","200","Prevalence",0.14981520915711
39,"83","200","Prevalence",0.150231740234772
40,"83","200","Prevalence",0.150673346430129
41,"83","200","Prevalence",0.151137988713415
42,"83","200","Prevalence",0.151623641067312
43,"83","200","Prevalence",0.152128317619855
44,"83","200","Prevalence",0.152650093347753
45,"83","200","Prevalence",0.153187119435764
46,"83","200","Prevalence",0.153737634200478
47,"83","200","Prevalence",0.154299970366272
48,"83","200","Prevalence",0.154872559387854
49,"83","200","Prevalence",0.155453933378152
50,"83","200","Prevalence",0.156042725155022
51,"83","200","Prevalence",0.156637666802222
52,"83","200","Prevalence",0.157237587097588
53,"83","200","Prevalence",0.157841408101743
54,"83","200","Prevalence",0.158448141128127
55,"83","200","Prevalence",0.159056882307652
56,"83","200","Prevalence",0.159666807891569
57,"83","200","Prevalence",0.160277169420758
58,"83","200","Prevalence",0.160887288872179
59,"83","200","Prevalence",0.161496553962762
60,"83","200","Prevalence",0.16210441553549
61,"83","200","Prevalence",0.162710389606681
62,"83","200","Prevalence",0.163314060578465
63,"83","200","Prevalence",0.163915082130445
64,"83","200","Prevalence",0.16451317546123
65,"83","200","Prevalence",0.165108125507717
66,"83","200","Prevalence",0.165699775805426
67,"83","200","Prevalence",0.16628802251671
68,"83","200","Prevalence",0.166872808062579
69,"83","200","Prevalence",0.16745411466752
70,"83","200","Prevalence",0.16803195804914
71,"83","200","Prevalence",0.168606381431002
72,"83","200","Prevalence",0.169177449975922
73,"83","200","Prevalence",0.16974524571736
74,"83","200","Prevalence",0.170309863026973
75,"83","200","Prevalence",0.170871404617145
76,"83","200","Prevalence",0.171429978083452
77,"83","200","Prevalence",0.171985692956412
78,"83","200","Prevalence",0.172538658229054
79,"83","200","Prevalence",0.173088980333038
80,"83","200","Prevalence",0.173636761509511
81,"83","200","Prevalence",0.17418209853931
82,"83","200","Prevalence",0.174725081793313
83,"83","200","Prevalence",0.175265794551536
84,"83","200","Prevalence",0.175804312564662
85,"83","200","Prevalence",0.176340703815217
86,"83","200","Prevalence",0.176875028443432
87,"83","200","Prevalence",0.177407338818147
88,"83","200","Prevalence",0.177937679714542
89,"83","200","Prevalence",0.178466088581209
90,"83","200","Prevalence",0.178992595879621
91,"83","200","Prevalence",0.1795172254676
92,"83","200","Prevalence",0.18003999502328
93,"83","200","Prevalence",0.180560916490511
94,"83","200","Prevalence",0.181079996532345
95,"83","200","Prevalence",0.18159723699487
96,"83","200","Prevalence",0.18211263536698
97,"83","200","Prevalence",0.182626185242102
98,"83","200","Prevalence",0.183137876785419
99,"83","200","Prevalence",0.18364769719257
100,"83","200","Prevalence",0.184155631146477
101,"83","200","Prevalence",0.184661661260927
102,"83","200","Prevalence",0.185165768502196
103,"83","200","Prevalence",0.185667932594059
104,"83","200","Prevalence",0.186168132390732
105,"83","200","Prevalence",0.186666346219564
106,"83","200","Prevalence",0.187162552195861
107,"83","200","Prevalence",0.187656728497365
108,"83","200","Prevalence",0.188148853609467
109,"83","200","Prevalence",0.188638906536311
110,"83","200","Prevalence",0.189126866975103
111,"83","200","Prevalence",0.189612715465911
112,"83","200","Prevalence",0.190096433507651
113,"83","200","Prevalence",0.190578003647093
114,"83","200","Prevalence",0.191057409548356
115,"83","200","Prevalence",0.191534636033777
116,"83","200","Prevalence",0.192009669109933
117,"83","200","Prevalence",0.192482495976564
118,"83","200","Prevalence",0.192953105016386
119,"83","200","Prevalence",0.193421485779077
120,"83","200","Prevalence",0.193887628950446
121,"83","200","Prevalence",0.194351526312827
122,"83","200","Prevalence",0.194813170704088
123,"83","200","Prevalence",0.195272555964998
124,"83","200","Prevalence",0.195729676887383
125,"83","200","Prevalence",0.196184529160244
126,"83","200","Prevalence",0.196637109309893
127,"83","200","Prevalence",0.197087414646319
128,"83","200","Prevalence",0.197535443205696
129,"83","200","Prevalence",0.197981193693239
130,"83","200","Prevalence",0.198424665433094
131,"83","200","Prevalence",0.198865858313638
132,"83","200","Prevalence",0.199304772739219
133,"83","200","Prevalence",0.199741409585224
134,"83","200","Prevalence",0.20017577015099
135,"83","200","Prevalence",0.200607856122207
136,"83","200","Prevalence",0.201037669532323
137,"83","200","Prevalence",0.20146521272597
138,"83","200","Prevalence",0.20189048833108
139,"83","200","Prevalence",0.202313499227467
140,"83","200","Prevalence",0.202734248522104
141,"83","200","Prevalence",0.203152739528346
142,"83","200","Prevalence",0.203568975742648
143,"83","200","Prevalence",0.203982960830298
144,"83","200","Prevalence",0.204394698609754
145,"83","200","Prevalence",0.204804193037811
146,"83","200","Prevalence",0.205211448202533
147,"83","200","Prevalence",0.205616468311542
148,"83","200","Prevalence",0.206019257685288
149,"83","200","Prevalence",0.206419820753298
150,"83","200","Prevalence",0.206818162046213
151,"83","200","Prevalence",0.207214286195287
152,"83","200","Prevalence",0.207608197929325
153,"83","200","Prevalence",0.207999902070683
154,"83","200","Prevalence",0.208389403537822
155,"83","200","Prevalence",0.208776707341994
156,"83","200","Prevalence",0.209161818587304
157,"83","200","Prevalence",0.209544742473021
158,"83","200","Prevalence",0.209925484290374
159,"83","200","Prevalence",0.210304049425761
160,"83","200","Prevalence",0.210680443360799
161,"83","200","Prevalence",0.211054671670374
162,"83","200","Prevalence",0.211426740026673
163,"83","200","Prevalence",0.211796654196883
164,"83","200","Prevalence",0.212164420043387
165,"83","200","Prevalence",0.212530043526189
166,"83","200","Prevalence",0.21289353069925
167,"83","200","Prevalence",0.213254887712846
168,"83","200","Prevalence",0.213614120812835
169,"83","200","Prevalence",0.213971236337451
170,"83","200","Prevalence",0.214326240720078
171,"83","200","Prevalence",0.214679140485742
172,"83","200","Prevalence",0.215029942249694
173,"83","200","Prevalence",0.215378652718607
174,"83","200","Prevalence",0.215725278685504
175,"83","200","Prevalence",0.216069827030639
176,"83","200","Prevalence",0.216412304719638
177,"83","200","Prevalence",0.216752718798966
178,"83","200","Prevalence",0.217091076397548
179,"83","200","Prevalence",0.217427384722362
180,"83","200","Prevalence",0.217761651055865
181,"83","200","Prevalence",0.218093882756501
182,"83","200","Prevalence",0.218424087252904
183,"83","200","Prevalence",0.218752272043988
184,"83","200","Prevalence",0.219078444696755
185,"83","200","Prevalence",0.219402612841217
186,"83","200","Prevalence",0.21972478417166
187,"83","200","Prevalence",0.220044966442149
188,"83","200","Prevalence",0.220363167463578
189,"83","200","Prevalence",0.220679395104248
190,"83","200","Prevalence",0.220993657284073
191,"83","200","Prevalence",0.221305961974568
192,"83","200","Prevalence",0.221616317196952
193,"83","200","Prevalence",0.221924731017135
194,"83","200","Prevalence",0.222231211547163
195,"83","200","Prevalence",0.222535766941109
196,"83","200","Prevalence",0.222838405392217
197,"83","200","Prevalence",0.223139135133905
198,"83","200","Prevalence",0.223437964434327
199,"83","200","Prevalence",0.223734901596549
200,"83","200","Prevalence",0.224029954957184
201,"83","200","Prevalence",0.224323132881655
202,"83","200","Prevalence",0.224614443765968
203,"83","200","Prevalence",0.224903896033129
204,"83","200","Prevalence",0.225191498130465
205,"83","200","Prevalence",0.225477258531114
206,"83","200","Prevalence",0.225761185728994
207,"83","200","Prevalence",0.226043288239156
208,"83","200","Prevalence",0.226323574596956
209,"83","200","Prevalence",0.226602053353577
210,"83","200","Prevalence",0.226878733078078
211,"83","200","Prevalence",0.227153622354287
212,"83","200","Prevalence",0.22742672977825
213,"83","200","Prevalence",0.227698063960123
214,"83","200","Prevalence",0.227967633519483
215,"83","200","Prevalence",0.228235447085784
216,"83","200","Prevalence",0.228501513297974
217,"83","200","Prevalence",0.228765840800206
218,"83","200","Prevalence",0.229028438244072
219,"83","200","Prevalence",0.229289314285893
220,"83","200","Prevalence",0.229548477584227
221,"83","200","Prevalence",0.22980593680207
222,"83","200","Prevalence",0.230061700602455
223,"83","200","Prevalence",0.230315777648918
224,"83","200","Prevalence",0.230568176605511
225,"83","200","Prevalence",0.230818906132636
226,"83","200","Prevalence",0.231067974889399
227,"83","200","Prevalence",0.231315391531243
228,"83","200","Prevalence",0.231561164707476
229,"83","200","Prevalence",0.231805303063716
230,"83","200","Prevalence",0.232047815237745
231,"83","200","Prevalence",0.232288709859944
232,"83","200","Prevalence",0.232527995553662
233,"83","200","Prevalence",0.232765680931147
234,"83","200","Prevalence",0.233001774595976
235,"83","200","Prevalence",0.233236285141015
236,"83","200","Prevalence",0.233469221145938
237,"83","200","Prevalence",0.233700591179889
238,"83","200","Prevalence",0.233930403797574
239,"83","200","Prevalence",0.234158667539644
240,"83","200","Prevalence",0.234385390933396
241,"83","200","Prevalence",0.234610582488792
242,"83","200","Prevalence",0.234834250700948
243,"83","200","Prevalence",0.2350564040484
244,"83","200","Prevalence",0.235277050990604
245,"83","200","Prevalence",0.2354961999708
246,"83","200","Prevalence",0.235713859412334
247,"83","200","Prevalence",0.235930037718967
248,"83","200","Prevalence",0.236144743275898
249,"83","200","Prevalence",0.236357984445868
250,"83","200","Prevalence",0.236569769571684
251,"83","200","Prevalence",0.236780106974775
252,"83","200","Prevalence",0.236989004952687
253,"83","200","Prevalence",0.237196471782101
254,"83","200","Prevalence",0.237402515715396
255,"83","200","Prevalence",0.237607144980865
256,"83","200","Prevalence",0.237810367784046
257,"83","200","Prevalence",0.238012192303902
258,"83","200","Prevalence",0.238212626695361
259,"83","200","Prevalence",0.238411679088152
260,"83","200","Prevalence",0.238609357584282
261,"83","200","Prevalence",0.238805670261194
262,"83","200","Prevalence",0.239000625168561
263,"83","200","Prevalence",0.239194230328386
264,"83","200","Prevalence",0.239386493736635
265,"83","200","Prevalence",0.239577423359477
266,"83","200","Prevalence",0.239767027135823
267,"83","200","Prevalence",0.239955312976433
268,"83","200","Prevalence",0.240142288761364
269,"83","200","Prevalence",0.240327962343237
270,"83","200","Prevalence",0.240512341544269
271,"83","200","Prevalence",0.240695434156228
272,"83","200","Prevalence",0.240877247942359
273,"83","200","Prevalence",0.241057790633677
274,"83","200","Prevalence",0.24123706993148
275,"83","200","Prevalence",0.241415093506716
276,"83","200","Prevalence",0.24159186899739
277,"83","200","Prevalence",0.241767404011932
278,"83","200","Prevalence",0.241941706126439
279,"83","200","Prevalence",0.242114782884493
280,"83","200","Prevalence",0.242286641799341
281,"83","200","Prevalence",0.242457290350251
282,"83","200","Prevalence",0.242626735984971
283,"83","200","Prevalence",0.242794986119346
284,"83","200","Prevalence",0.242962048134687
285,"83","200","Prevalence",0.243127929381201
286,"83","200","Prevalence",0.243292637175447
287,"83","200","Prevalence",0.243456178800006
288,"83","200","Prevalence",0.243618561505895
289,"83","200","Prevalence",0.243779792508982
290,"83","200","Prevalence",0.243939878992373
291,"83","200","Prevalence",0.244098828106271
292,"83","200","Prevalence",0.244256646965293
293,"83","200","Prevalence",0.244413342651953
294,"83","200","Prevalence",0.244568922214322
295,"83","200","Prevalence",0.244723392665541
296,"83","200","Prevalence",0.244876760986446
297,"83","200","Prevalence",0.245029034122051
298,"83","200","Prevalence",0.245180218983834
299,"83","200","Prevalence",0.245330322449837
300,"83","200","Prevalence",0.245479351361927
301,"83","200","Prevalence",0.245627312529312
302,"83","200","Prevalence",0.245774212726389
303,"83","200","Prevalence",0.245920058692113
304,"83","200","Prevalence",0.246064857132805
305,"83","200","Prevalence",0.246208614718696
306,"83","200","Prevalence",0.246351338086115
307,"83","200","Prevalence",0.246493033837799
308,"83","200","Prevalence",0.246633708540115
309,"83","200","Prevalence",0.246773368726577
310,"83","200","Prevalence",0.24691202089589
311,"83","200","Prevalence",0.24704967151116
312,"83","200","Prevalence",0.247186327002872
313,"83","200","Prevalence",0.247321993765501
314,"83","200","Prevalence",0.247456678159574
315,"83","200","Prevalence",0.2475903865122
316,"83","200","Prevalence",0.247723125114236
317,"83","200","Prevalence",0.247854900223803
318,"83","200","Prevalence",0.247985718064505
319,"83","200","Prevalence",0.248115584824495
320,"83","200","Prevalence",0.248244506659594
321,"83","200","Prevalence",0.248372489689976
322,"83","200","Prevalence",0.248499540002091
323,"83","200","Prevalence",0.248625663649406
324,"83","200","Prevalence",0.248750866649518
325,"83","200","Prevalence",0.248875154987648
326,"83","200","Prevalence",0.24899853461504
327,"83","200","Prevalence",0.249121011447875
328,"83","200","Prevalence",0.249242591370517
329,"83","200","Prevalence",0.249363280232275
330,"83","200","Prevalence",0.249483083849176
331,"83","200","Prevalence",0.249602008004907
332,"83","200","Prevalence",0.249720058447885
333,"83","200","Prevalence",0.249837240894703
334,"83","200","Prevalence",0.249953561028713
335,"83","200","Prevalence",0.250069024498788
336,"83","200","Prevalence",0.250183636922677
337,"83","200","Prevalence",0.250297403883852
338,"83","200","Prevalence",0.250410330933112
339,"83","200","Prevalence",0.250522423589733
340,"83","200","Prevalence",0.250633687338481
341,"83","200","Prevalence",0.25074412763301
342,"83","200","Prevalence",0.250853749894623
343,"83","200","Prevalence",0.250962559510881
344,"83","200","Prevalence",0.251070561839049
345,"83","200","Prevalence",0.251177762203041
346,"83","200","Prevalence",0.251284165894841
347,"83","200","Prevalence",0.251389778175852
348,"83","200","Prevalence",0.251494604273861
349,"83","200","Prevalence",0.251598649386376
350,"83","200","Prevalence",0.251701918679555
351,"83","200","Prevalence",0.251804417286673
352,"83","200","Prevalence",0.251906150311646
353,"83","200","Prevalence",0.252007122826068
354,"83","200","Prevalence",0.25210733987045
355,"83","200","Prevalence",0.252206806455762
356,"83","200","Prevalence",0.25230552756035
357,"83","200","Prevalence",0.252403508133201
358,"83","200","Prevalence",0.252500753093041
359,"83","200","Prevalence",0.252597267326662
360,"83","200","Prevalence",0.252693055692507
361,"83","200","Prevalence",0.252788123017812
362,"83","200","Prevalence",0.252882474099645
363,"83","200","Prevalence",0.252976113706644
364,"83","200","Prevalence",0.253069046575892
365,"83","200","Prevalence",0.253161277416089
366,"83","200","Prevalence",0.253252810907047
367,"83","200","Prevalence",0.253343651696946
368,"83","200","Prevalence",0.253433804407942
369,"83","200","Prevalence",0.253523273630404
370,"83","200","Prevalence",0.25361206392688
371,"83","200","Prevalence",0.253700179833314
372,"83","200","Prevalence",0.253787625852402
373,"83","200","Prevalence",0.253874406462256
374,"83","200","Prevalence",0.253960526111763
375,"83","200","Prevalence",0.254045989219814
376,"83","200","Prevalence",0.25413080018027
377,"83","200","Prevalence",0.254214963356825
378,"83","200","Prevalence",0.254298483085597
379,"83","200","Prevalence",0.254381363678316
380,"83","200","Prevalence",0.254463609415327
381,"83","200","Prevalence",0.254545224549991
382,"83","200","Prevalence",0.254626213308522
383,"83","200","Prevalence",0.254706579894498
384,"83","200","Prevalence",0.254786328477129
385,"83","200","Prevalence",0.254865463204365
386,"83","200","Prevalence",0.254943988195092
387,"83","200","Prevalence",0.255021907543196
388,"83","200","Prevalence",0.255099225336221
389,"83","200","Prevalence",0.255175848721712
390,"83","200","Prevalence",0.255250616623846
391,"83","200","Prevalence",0.255321436574977
392,"83","200","Prevalence",0.255386433612039
393,"83","200","Prevalence",0.25544419648872
394,"83","200","Prevalence",0.255493741552715
395,"83","200","Prevalence",0.255534439860652
396,"83","200","Prevalence",0.255565948391239
397,"83","200","Prevalence",0.255588151245297
398,"83","200","Prevalence",0.255601110471655
399,"83","200","Prevalence",0.25560502527399
400,"83","200","Prevalence",0.255600198368832
401,"83","200","Prevalence",0.25558700839206
402,"83","200","Prevalence",0.255565887403671
403,"83","200","Prevalence",0.255537302669102
404,"83","200","Prevalence",0.2555017420003
405,"83","200","Prevalence",0.255459702086225
406,"83","200","Prevalence",0.255411679305757
407,"83","200","Prevalence",0.255358162586338
408,"83","200","Prevalence",0.255299627963311
409,"83","200","Prevalence",0.255236534530479
410,"83","200","Prevalence",0.255169321529312
411,"83","200","Prevalence",0.255098406368775
412,"83","200","Prevalence",0.255024183386337
413,"83","200","Prevalence",0.254947023210743
414,"83","200","Prevalence",0.254867272602746
415,"83","200","Prevalence",0.254785254660861
