"time","row","total_rows","type","value"
1,"63","200","Prevalence",0.147268622253406
2,"63","200","Prevalence",0.147268622253406
3,"63","200","Prevalence",0.147268622253406
4,"63","200","Prevalence",0.147268622253406
5,"63","200","Prevalence",0.147268622253406
6,"63","200","Prevalence",0.147268622253406
7,"63","200","Prevalence",0.147268622253406
8,"63","200","Prevalence",0.147268622253406
9,"63","200","Prevalence",0.147268622253406
10,"63","200","Prevalence",0.147268622253406
11,"63","200","Prevalence",0.147268622253406
12,"63","200","Prevalence",0.147268622253406
13,"63","200","Prevalence",0.147268622253406
14,"63","200","Prevalence",0.147268622253406
15,"63","200","Prevalence",0.147268622253406
16,"63","200","Prevalence",0.147268622253406
17,"63","200","Prevalence",0.147268622253406
18,"63","200","Prevalence",0.147268622253406
19,"63","200","Prevalence",0.147268622253406
20,"63","200","Prevalence",0.147268622253406
21,"63","200","Prevalence",0.147268622253406
22,"63","200","Prevalence",0.147268622253406
23,"63","200","Prevalence",0.147268622253004
24,"63","200","Prevalence",0.147267940193975
25,"63","200","Prevalence",0.147260639850807
26,"63","200","Prevalence",0.1472377638146
27,"63","200","Prevalence",0.14719167319044
28,"63","200","Prevalence",0.147116647495737
29,"63","200","Prevalence",0.147008666930931
30,"63","200","Prevalence",0.146865110514893
31,"63","200","Prevalence",0.14668448384121
32,"63","200","Prevalence",0.146466188888814
33,"63","200","Prevalence",0.146210332367044
34,"63","200","Prevalence",0.145917567154466
35,"63","200","Prevalence",0.145588961732794
36,"63","200","Prevalence",0.14522589317009
37,"63","200","Prevalence",0.144829959844558
38,"63","200","Prevalence",0.144402910669326
39,"63","200","Prevalence",0.143946588074199
40,"63","200","Prevalence",0.143462882426955
41,"63","200","Prevalence",0.142953695942632
42,"63","200","Prevalence",0.142420914440131
43,"63","200","Prevalence",0.141866385569274
44,"63","200","Prevalence",0.141291902354895
45,"63","200","Prevalence",0.140699191092893
46,"63","200","Prevalence",0.140089902792048
47,"63","200","Prevalence",0.139465607488887
48,"63","200","Prevalence",0.13882779087576
49,"63","200","Prevalence",0.138177852776093
50,"63","200","Prevalence",0.137517107080805
51,"63","200","Prevalence",0.136846782825889
52,"63","200","Prevalence",0.136168026147268
53,"63","200","Prevalence",0.135481902895824
54,"63","200","Prevalence",0.134789401734576
55,"63","200","Prevalence",0.134091437572894
56,"63","200","Prevalence",0.133388855219944
57,"63","200","Prevalence",0.132682433162513
58,"63","200","Prevalence",0.131972887391361
59,"63","200","Prevalence",0.131260875213215
60,"63","200","Prevalence",0.130546998974894
61,"63","200","Prevalence",0.129831809662395
62,"63","200","Prevalence",0.129115810404996
63,"63","200","Prevalence",0.128399459875715
64,"63","200","Prevalence",0.127683175559194
65,"63","200","Prevalence",0.126967336865394
66,"63","200","Prevalence",0.126252288076295
67,"63","200","Prevalence",0.125538341119929
68,"63","200","Prevalence",0.124825778170859
69,"63","200","Prevalence",0.124114854079414
70,"63","200","Prevalence",0.123405798634757
71,"63","200","Prevalence",0.122698818667903
72,"63","200","Prevalence",0.121994100001742
73,"63","200","Prevalence",0.121291809255874
74,"63","200","Prevalence",0.120592095514096
75,"63","200","Prevalence",0.119895091862867
76,"63","200","Prevalence",0.119200916808291
77,"63","200","Prevalence",0.118509675579684
78,"63","200","Prevalence",0.117821461327148
79,"63","200","Prevalence",0.117136356220601
80,"63","200","Prevalence",0.116454432457022
81,"63","200","Prevalence",0.115775753182628
82,"63","200","Prevalence",0.115100373336394
83,"63","200","Prevalence",0.114428340420779
84,"63","200","Prevalence",0.113759695205045
85,"63","200","Prevalence",0.113094472366941
86,"63","200","Prevalence",0.112432701077248
87,"63","200","Prevalence",0.111774405532252
88,"63","200","Prevalence",0.111119605437958
89,"63","200","Prevalence",0.110468316450201
90,"63","200","Prevalence",0.109820550574617
91,"63","200","Prevalence",0.109176316529676
92,"63","200","Prevalence",0.108535620076068
93,"63","200","Prevalence",0.107898464315275
94,"63","200","Prevalence",0.107264849960178
95,"63","200","Prevalence",0.106634775580133
96,"63","200","Prevalence",0.106008237822719
97,"63","200","Prevalence",0.105385231614361
98,"63","200","Prevalence",0.104765750341811
99,"63","200","Prevalence",0.104149786016058
100,"63","200","Prevalence",0.103537329420378
101,"63","200","Prevalence",0.102928370244084
102,"63","200","Prevalence",0.1023228972032
103,"63","200","Prevalence",0.10172089814925
104,"63","200","Prevalence",0.101122360167442
105,"63","200","Prevalence",0.100527269665168
106,"63","200","Prevalence",0.0999356124516327
107,"63","200","Prevalence",0.09934737380965
108,"63","200","Prevalence",0.0987625385602956
109,"63","200","Prevalence",0.0981810911209793
110,"63","200","Prevalence",0.0976030155577383
111,"63","200","Prevalence",0.0970282956323037
112,"63","200","Prevalence",0.0964569148442838
113,"63","200","Prevalence",0.0958888564691089
114,"63","200","Prevalence",0.0953241035921652
115,"63","200","Prevalence",0.0947626391393137
116,"63","200","Prevalence",0.0942044459043091
117,"63","200","Prevalence",0.0936495065734576
118,"63","200","Prevalence",0.0930978037475967
119,"63","200","Prevalence",0.0925493199618178
120,"63","200","Prevalence",0.0920040377032003
121,"63","200","Prevalence",0.091461939426557
122,"63","200","Prevalence",0.0909230075685468
123,"63","200","Prevalence",0.0903872245603616
124,"63","200","Prevalence",0.0898545728389347
125,"63","200","Prevalence",0.0893250348569724
126,"63","200","Prevalence",0.0887985930919726
127,"63","200","Prevalence",0.0882752300541395
128,"63","200","Prevalence",0.0877549282934528
129,"63","200","Prevalence",0.0872376704060286
130,"63","200","Prevalence",0.0867234390396455
131,"63","200","Prevalence",0.0862122168986727
132,"63","200","Prevalence",0.0857039867485059
133,"63","200","Prevalence",0.0851987314193689
134,"63","200","Prevalence",0.0846964338096946
135,"63","200","Prevalence",0.0841970768891731
136,"63","200","Prevalence",0.0837006437013083
137,"63","200","Prevalence",0.0832071173656865
138,"63","200","Prevalence",0.0827164810800236
139,"63","200","Prevalence",0.0822287181218281
140,"63","200","Prevalence",0.0817438118498691
141,"63","200","Prevalence",0.0812617457055062
142,"63","200","Prevalence",0.0807825032137102
143,"63","200","Prevalence",0.080306067983959
144,"63","200","Prevalence",0.0798324237110531
145,"63","200","Prevalence",0.0793615541756774
146,"63","200","Prevalence",0.0788934432448885
147,"63","200","Prevalence",0.0784280748725636
148,"63","200","Prevalence",0.0779654330996343
149,"63","200","Prevalence",0.0775055020542851
150,"63","200","Prevalence",0.0770482659521401
151,"63","200","Prevalence",0.0765937090962653
152,"63","200","Prevalence",0.076141815877162
153,"63","200","Prevalence",0.0756925707727685
154,"63","200","Prevalence",0.0752459583482992
155,"63","200","Prevalence",0.0748019632560938
156,"63","200","Prevalence",0.0743605702354889
157,"63","200","Prevalence",0.0739217641125426
158,"63","200","Prevalence",0.0734855297997843
159,"63","200","Prevalence",0.0730518522959945
160,"63","200","Prevalence",0.0726207166858507
161,"63","200","Prevalence",0.0721921081396084
162,"63","200","Prevalence",0.0717660119128187
163,"63","200","Prevalence",0.0713424133459192
164,"63","200","Prevalence",0.0709212978638695
165,"63","200","Prevalence",0.0705026509758259
166,"63","200","Prevalence",0.0700864582746963
167,"63","200","Prevalence",0.0696727054367456
168,"63","200","Prevalence",0.0692613782212421
169,"63","200","Prevalence",0.0688524624699888
170,"63","200","Prevalence",0.0684459441069104
171,"63","200","Prevalence",0.0680418091376818
172,"63","200","Prevalence",0.0676400436492444
173,"63","200","Prevalence",0.0672406338093834
174,"63","200","Prevalence",0.0668435658663446
175,"63","200","Prevalence",0.0664488261483439
176,"63","200","Prevalence",0.0660564010631387
177,"63","200","Prevalence",0.0656662770976401
178,"63","200","Prevalence",0.0652784408174177
179,"63","200","Prevalence",0.0648928788662719
180,"63","200","Prevalence",0.0645095779658424
181,"63","200","Prevalence",0.0641285249151142
182,"63","200","Prevalence",0.0637497065899912
183,"63","200","Prevalence",0.0633731099429057
184,"63","200","Prevalence",0.0629987220023256
185,"63","200","Prevalence",0.0626265298723335
186,"63","200","Prevalence",0.0622565207322369
187,"63","200","Prevalence",0.0618886818360802
188,"63","200","Prevalence",0.0615230005122287
189,"63","200","Prevalence",0.0611594641629824
190,"63","200","Prevalence",0.0607980602640927
191,"63","200","Prevalence",0.0604387763643528
192,"63","200","Prevalence",0.0600816000852154
193,"63","200","Prevalence",0.0597265191203157
194,"63","200","Prevalence",0.0593735212350678
195,"63","200","Prevalence",0.0590225942662881
196,"63","200","Prevalence",0.0586737261217233
197,"63","200","Prevalence",0.0583269047796553
198,"63","200","Prevalence",0.0579821182885285
199,"63","200","Prevalence",0.0576393547664852
200,"63","200","Prevalence",0.0572986024009773
201,"63","200","Prevalence",0.0569598494483994
202,"63","200","Prevalence",0.0566230842336304
203,"63","200","Prevalence",0.0562882951496532
204,"63","200","Prevalence",0.055955470657193
205,"63","200","Prevalence",0.0556245992842656
206,"63","200","Prevalence",0.0552956696258048
207,"63","200","Prevalence",0.0549686703433063
208,"63","200","Prevalence",0.0546435901643825
209,"63","200","Prevalence",0.054320417882398
210,"63","200","Prevalence",0.0539991423561183
211,"63","200","Prevalence",0.0536797525092719
212,"63","200","Prevalence",0.0533622373301933
213,"63","200","Prevalence",0.0530465858714769
214,"63","200","Prevalence",0.0527327872495463
215,"63","200","Prevalence",0.0524208306443041
216,"63","200","Prevalence",0.052110705298792
217,"63","200","Prevalence",0.0518024005187661
218,"63","200","Prevalence",0.0514959056723546
219,"63","200","Prevalence",0.051191210189723
220,"63","200","Prevalence",0.0508883035626558
221,"63","200","Prevalence",0.0505871753442224
222,"63","200","Prevalence",0.0502878151484462
223,"63","200","Prevalence",0.049990212649894
224,"63","200","Prevalence",0.0496943575833484
225,"63","200","Prevalence",0.0494002397434824
226,"63","200","Prevalence",0.0491078489844554
227,"63","200","Prevalence",0.0488171752195921
228,"63","200","Prevalence",0.0485282084210626
229,"63","200","Prevalence",0.0482409386194848
230,"63","200","Prevalence",0.0479553559036102
231,"63","200","Prevalence",0.0476714504200089
232,"63","200","Prevalence",0.0473892123726782
233,"63","200","Prevalence",0.0471086320227355
234,"63","200","Prevalence",0.0468296996881079
235,"63","200","Prevalence",0.0465524057431475
236,"63","200","Prevalence",0.0462767406183302
237,"63","200","Prevalence",0.0460026947999508
238,"63","200","Prevalence",0.0457302588297441
239,"63","200","Prevalence",0.0454594233045906
240,"63","200","Prevalence",0.0451901788762157
241,"63","200","Prevalence",0.0449225162508172
242,"63","200","Prevalence",0.0446564261887778
243,"63","200","Prevalence",0.0443918995043683
244,"63","200","Prevalence",0.0441289270653813
245,"63","200","Prevalence",0.0438674997928501
246,"63","200","Prevalence",0.0436076086607563
247,"63","200","Prevalence",0.0433492446956695
248,"63","200","Prevalence",0.0430923989764723
249,"63","200","Prevalence",0.0428370626340722
250,"63","200","Prevalence",0.0425832268510477
251,"63","200","Prevalence",0.0423308828613785
252,"63","200","Prevalence",0.0420800219501622
253,"63","200","Prevalence",0.0418306354532663
254,"63","200","Prevalence",0.041582714757064
255,"63","200","Prevalence",0.0413362512981554
256,"63","200","Prevalence",0.0410912365630249
257,"63","200","Prevalence",0.0408476620877831
258,"63","200","Prevalence",0.040605519457892
259,"63","200","Prevalence",0.040364800307828
260,"63","200","Prevalence",0.0401254963208296
261,"63","200","Prevalence",0.0398875992286264
262,"63","200","Prevalence",0.039651100811108
263,"63","200","Prevalence",0.0394159928960771
264,"63","200","Prevalence",0.0391822673589824
265,"63","200","Prevalence",0.0389499161225931
266,"63","200","Prevalence",0.0387189311567573
267,"63","200","Prevalence",0.038489304478139
268,"63","200","Prevalence",0.038261028149898
269,"63","200","Prevalence",0.0380340942814535
270,"63","200","Prevalence",0.0378084950282247
271,"63","200","Prevalence",0.0375842225913168
272,"63","200","Prevalence",0.0373612692172887
273,"63","200","Prevalence",0.0371396271978986
274,"63","200","Prevalence",0.0369192888697942
275,"63","200","Prevalence",0.0367002466142861
276,"63","200","Prevalence",0.036482492857097
277,"63","200","Prevalence",0.0362660200680569
278,"63","200","Prevalence",0.0360508207608817
279,"63","200","Prevalence",0.0358368874929257
280,"63","200","Prevalence",0.0356242128648826
281,"63","200","Prevalence",0.0354127895205681
282,"63","200","Prevalence",0.0352026101466768
283,"63","200","Prevalence",0.0349936674724874
284,"63","200","Prevalence",0.0347859542696509
285,"63","200","Prevalence",0.0345794633519503
286,"63","200","Prevalence",0.0343741875750114
287,"63","200","Prevalence",0.0341701198360951
288,"63","200","Prevalence",0.0339672530738609
289,"63","200","Prevalence",0.0337655802680826
290,"63","200","Prevalence",0.033565094439445
291,"63","200","Prevalence",0.0333657886493108
292,"63","200","Prevalence",0.0331676559994411
293,"63","200","Prevalence",0.0329706896317969
294,"63","200","Prevalence",0.0327748827283089
295,"63","200","Prevalence",0.0325802285106031
296,"63","200","Prevalence",0.0323867202398064
297,"63","200","Prevalence",0.0321943512163196
298,"63","200","Prevalence",0.0320031147795482
299,"63","200","Prevalence",0.0318130043077117
300,"63","200","Prevalence",0.0316240132176203
301,"63","200","Prevalence",0.0314361349644098
302,"63","200","Prevalence",0.0312493630413556
303,"63","200","Prevalence",0.0310636909796521
304,"63","200","Prevalence",0.0308791123481526
305,"63","200","Prevalence",0.0306956207531871
306,"63","200","Prevalence",0.0305132098383446
307,"63","200","Prevalence",0.0303318732842184
308,"63","200","Prevalence",0.0301516048082266
309,"63","200","Prevalence",0.0299723981643985
310,"63","200","Prevalence",0.0297942471431238
311,"63","200","Prevalence",0.0296171455709773
312,"63","200","Prevalence",0.0294410873105079
313,"63","200","Prevalence",0.0292660662599927
314,"63","200","Prevalence",0.0290920763532651
315,"63","200","Prevalence",0.0289191115595069
316,"63","200","Prevalence",0.0287471658830067
317,"63","200","Prevalence",0.0285762333629918
318,"63","200","Prevalence",0.0284063080734231
319,"63","200","Prevalence",0.0282373841227577
320,"63","200","Prevalence",0.0280694556537847
321,"63","200","Prevalence",0.0279025168434226
322,"63","200","Prevalence",0.0277365619024865
323,"63","200","Prevalence",0.0275715850755269
324,"63","200","Prevalence",0.0274075806406305
325,"63","200","Prevalence",0.0272445429091913
326,"63","200","Prevalence",0.0270824662257526
327,"63","200","Prevalence",0.0269213449678111
328,"63","200","Prevalence",0.0267611735455915
329,"63","200","Prevalence",0.0266019464018926
330,"63","200","Prevalence",0.0264436580118931
331,"63","200","Prevalence",0.0262863028829314
332,"63","200","Prevalence",0.026129875554354
333,"63","200","Prevalence",0.0259743705973247
334,"63","200","Prevalence",0.0258197826146079
335,"63","200","Prevalence",0.0256661062404205
336,"63","200","Prevalence",0.0255133361402435
337,"63","200","Prevalence",0.0253614670106095
338,"63","200","Prevalence",0.0252104935789575
339,"63","200","Prevalence",0.0250604106034472
340,"63","200","Prevalence",0.0249112128727506
341,"63","200","Prevalence",0.0247628952059092
342,"63","200","Prevalence",0.0246154524521516
343,"63","200","Prevalence",0.0244688794906884
344,"63","200","Prevalence",0.0243231712305728
345,"63","200","Prevalence",0.0241783226105201
346,"63","200","Prevalence",0.0240343285987073
347,"63","200","Prevalence",0.0238911841926355
348,"63","200","Prevalence",0.0237488844189531
349,"63","200","Prevalence",0.0236074243332578
350,"63","200","Prevalence",0.0234667990199631
351,"63","200","Prevalence",0.0233270035921228
352,"63","200","Prevalence",0.0231880331912376
353,"63","200","Prevalence",0.0230498829871238
354,"63","200","Prevalence",0.0229125481777404
355,"63","200","Prevalence",0.0227760239889993
356,"63","200","Prevalence",0.0226403056746369
357,"63","200","Prevalence",0.0225053885160429
358,"63","200","Prevalence",0.022371267822075
359,"63","200","Prevalence",0.0222379389289322
360,"63","200","Prevalence",0.0221053971999869
361,"63","200","Prevalence",0.0219736380256022
362,"63","200","Prevalence",0.0218426568230082
363,"63","200","Prevalence",0.0217124490361365
364,"63","200","Prevalence",0.0215830101354409
365,"63","200","Prevalence",0.021454335617776
366,"63","200","Prevalence",0.0213264210062344
367,"63","200","Prevalence",0.0211992618499682
368,"63","200","Prevalence",0.0210728537240773
369,"63","200","Prevalence",0.0209471922294369
370,"63","200","Prevalence",0.0208222729925371
371,"63","200","Prevalence",0.020698091665368
372,"63","200","Prevalence",0.0205746439252308
373,"63","200","Prevalence",0.0204519254746087
374,"63","200","Prevalence",0.0203299320410407
375,"63","200","Prevalence",0.0202086593769446
376,"63","200","Prevalence",0.0200881032594765
377,"63","200","Prevalence",0.0199682594904052
378,"63","200","Prevalence",0.0198491238959617
379,"63","200","Prevalence",0.0197306923266581
380,"63","200","Prevalence",0.0196129606572063
381,"63","200","Prevalence",0.0194959247863737
382,"63","200","Prevalence",0.0193795806368171
383,"63","200","Prevalence",0.0192639241549075
384,"63","200","Prevalence",0.0191489513107015
385,"63","200","Prevalence",0.0190346580976709
386,"63","200","Prevalence",0.0189210405326584
387,"63","200","Prevalence",0.0188080946557282
388,"63","200","Prevalence",0.0186958165299513
389,"63","200","Prevalence",0.0185842024348535
390,"63","200","Prevalence",0.0184732510675428
391,"63","200","Prevalence",0.0183629636337095
392,"63","200","Prevalence",0.0182533410637257
393,"63","200","Prevalence",0.0181443832479539
394,"63","200","Prevalence",0.0180360890693777
395,"63","200","Prevalence",0.0179284565597413
396,"63","200","Prevalence",0.0178214830539772
397,"63","200","Prevalence",0.0177151653262934
398,"63","200","Prevalence",0.0176094997064404
399,"63","200","Prevalence",0.0175044821779253
400,"63","200","Prevalence",0.0174001084602431
401,"63","200","Prevalence",0.0172963740776361
402,"63","200","Prevalence",0.0171932744161329
403,"63","200","Prevalence",0.0170908047707568
404,"63","200","Prevalence",0.0169889603839064
405,"63","200","Prevalence",0.0168877364766349
406,"63","200","Prevalence",0.0167871282738766
407,"63","200","Prevalence",0.0166871310243957
408,"63","200","Prevalence",0.0165877400164868
409,"63","200","Prevalence",0.016488950590011
410,"63","200","Prevalence",0.0163907581454285
411,"63","200","Prevalence",0.0162931581504092
412,"63","200","Prevalence",0.0161961461443234
413,"63","200","Prevalence",0.0160997177410887
414,"63","200","Prevalence",0.016003868630699
415,"63","200","Prevalence",0.0159085945796177
416,"63","200","Prevalence",0.0158138914303508
417,"63","200","Prevalence",0.0157197551003448
418,"63","200","Prevalence",0.0156261815803383
419,"63","200","Prevalence",0.0155331669323792
420,"63","200","Prevalence",0.0154407072875402
421,"63","200","Prevalence",0.0153487988434233
422,"63","200","Prevalence",0.0152574378615966
423,"63","200","Prevalence",0.0151666206649424
424,"63","200","Prevalence",0.0150763436349764
425,"63","200","Prevalence",0.0149866032092502
426,"63","200","Prevalence",0.014897395878808
427,"63","200","Prevalence",0.0148087181857115
428,"63","200","Prevalence",0.0147205667206794
429,"63","200","Prevalence",0.0146329381207745
430,"63","200","Prevalence",0.0145458290671797
431,"63","200","Prevalence",0.0144592362831139
432,"63","200","Prevalence",0.0143731565318201
433,"63","200","Prevalence",0.0142875866146609
434,"63","200","Prevalence",0.0142025233693622
435,"63","200","Prevalence",0.0141179636683292
436,"63","200","Prevalence",0.0140339044170716
437,"63","200","Prevalence",0.0139503425527652
438,"63","200","Prevalence",0.01386727504288
439,"63","200","Prevalence",0.0137846988839042
440,"63","200","Prevalence",0.0137026111001924
441,"63","200","Prevalence",0.0136210087428637
442,"63","200","Prevalence",0.0135398888887838
443,"63","200","Prevalence",0.0134592486396545
444,"63","200","Prevalence",0.0133790851211375
445,"63","200","Prevalence",0.0132993954820496
446,"63","200","Prevalence",0.0132201768936479
447,"63","200","Prevalence",0.0131414265489375
448,"63","200","Prevalence",0.0130631416620362
449,"63","200","Prevalence",0.0129853194676165
450,"63","200","Prevalence",0.0129079572203579
451,"63","200","Prevalence",0.0128310521944456
452,"63","200","Prevalence",0.0127546016831346
453,"63","200","Prevalence",0.0126786029983142
454,"63","200","Prevalence",0.012603053470111
455,"63","200","Prevalence",0.0125279504465468
456,"63","200","Prevalence",0.0124532912931895
457,"63","200","Prevalence",0.0123790733928355
458,"63","200","Prevalence",0.0123052941452399
459,"63","200","Prevalence",0.0122319509668323
460,"63","200","Prevalence",0.0121590412904604
461,"63","200","Prevalence",0.0120865625651737
462,"63","200","Prevalence",0.0120145122559895
463,"63","200","Prevalence",0.0119428878436819
464,"63","200","Prevalence",0.0118716868246067
465,"63","200","Prevalence",0.0118009067105038
466,"63","200","Prevalence",0.0117305450283216
467,"63","200","Prevalence",0.0116605993200714
468,"63","200","Prevalence",0.0115910671426587
469,"63","200","Prevalence",0.011521946067733
470,"63","200","Prevalence",0.0114532336815647
471,"63","200","Prevalence",0.0113849275848977
472,"63","200","Prevalence",0.0113170253928183
473,"63","200","Prevalence",0.0112495247346498
474,"63","200","Prevalence",0.0111824232538198
475,"63","200","Prevalence",0.0111157186077442
476,"63","200","Prevalence",0.0110494084677346
477,"63","200","Prevalence",0.0109834905188769
478,"63","200","Prevalence",0.0109179624599275
479,"63","200","Prevalence",0.0108528220032286
480,"63","200","Prevalence",0.0107880668745972
481,"63","200","Prevalence",0.0107236948132285
482,"63","200","Prevalence",0.0106597035716196
483,"63","200","Prevalence",0.0105960909154643
484,"63","200","Prevalence",0.0105328546235638
485,"63","200","Prevalence",0.0104699924877554
486,"63","200","Prevalence",0.0104075023128126
487,"63","200","Prevalence",0.0103453819163614
488,"63","200","Prevalence",0.0102836291288124
489,"63","200","Prevalence",0.010222241793266
490,"63","200","Prevalence",0.010161217765432
