"time","row","total_rows","type","value"
1,"113","200","Prevalence",0.147268622253406
2,"113","200","Prevalence",0.147268622253406
3,"113","200","Prevalence",0.147268622253406
4,"113","200","Prevalence",0.147268622253406
5,"113","200","Prevalence",0.147268622253406
6,"113","200","Prevalence",0.147268622253406
7,"113","200","Prevalence",0.147268622253406
8,"113","200","Prevalence",0.147268622253406
9,"113","200","Prevalence",0.147268622253406
10,"113","200","Prevalence",0.147268622253406
11,"113","200","Prevalence",0.147268622253406
12,"113","200","Prevalence",0.147268622253406
13,"113","200","Prevalence",0.147268622253406
14,"113","200","Prevalence",0.147268622253406
15,"113","200","Prevalence",0.147268622253406
16,"113","200","Prevalence",0.147268622253406
17,"113","200","Prevalence",0.147268622253406
18,"113","200","Prevalence",0.147268622253406
19,"113","200","Prevalence",0.147268622253406
20,"113","200","Prevalence",0.147268622253406
21,"113","200","Prevalence",0.147268622253406
22,"113","200","Prevalence",0.147268622253406
23,"113","200","Prevalence",0.147268622250071
24,"113","200","Prevalence",0.147267597190245
25,"113","200","Prevalence",0.14725677872959
26,"113","200","Prevalence",0.147223418916944
27,"113","200","Prevalence",0.147157319266828
28,"113","200","Prevalence",0.147051511743883
29,"113","200","Prevalence",0.146901729448709
30,"113","200","Prevalence",0.146705804203498
31,"113","200","Prevalence",0.146463155923717
32,"113","200","Prevalence",0.14617438192999
33,"113","200","Prevalence",0.145840931623787
34,"113","200","Prevalence",0.145464850924373
35,"113","200","Prevalence",0.145048583039728
36,"113","200","Prevalence",0.144594814480141
37,"113","200","Prevalence",0.144106357260401
38,"113","200","Prevalence",0.143586059934183
39,"113","200","Prevalence",0.143036741511326
40,"113","200","Prevalence",0.142461143446468
41,"113","200","Prevalence",0.141861895830637
42,"113","200","Prevalence",0.141241494671429
43,"113","200","Prevalence",0.140602287765644
44,"113","200","Prevalence",0.139946467167554
45,"113","200","Prevalence",0.139276066659162
46,"113","200","Prevalence",0.138592962955298
47,"113","200","Prevalence",0.137898879639869
48,"113","200","Prevalence",0.137195393041972
49,"113","200","Prevalence",0.136483939431441
50,"113","200","Prevalence",0.135765823051129
51,"113","200","Prevalence",0.135042224613586
52,"113","200","Prevalence",0.134314209979396
53,"113","200","Prevalence",0.133582738801177
54,"113","200","Prevalence",0.132848672978848
55,"113","200","Prevalence",0.132112784812561
56,"113","200","Prevalence",0.13137576477344
57,"113","200","Prevalence",0.130638228846409
58,"113","200","Prevalence",0.129900725409982
59,"113","200","Prevalence",0.129163741643372
60,"113","200","Prevalence",0.12842770943262
61,"113","200","Prevalence",0.127693010788292
62,"113","200","Prevalence",0.126959982836579
63,"113","200","Prevalence",0.126228922411802
64,"113","200","Prevalence",0.125500090258295
