"time","row","total_rows","type","value"
1,"163","200","Prevalence",0.147268622253406
2,"163","200","Prevalence",0.147268622253406
3,"163","200","Prevalence",0.147268622253406
4,"163","200","Prevalence",0.147268622253406
5,"163","200","Prevalence",0.147268622253406
6,"163","200","Prevalence",0.147268622253406
7,"163","200","Prevalence",0.147268622253406
8,"163","200","Prevalence",0.147268622253406
9,"163","200","Prevalence",0.147268622253406
10,"163","200","Prevalence",0.147268622253406
11,"163","200","Prevalence",0.147268622253406
12,"163","200","Prevalence",0.147268622253406
13,"163","200","Prevalence",0.147268622253406
14,"163","200","Prevalence",0.147268622253406
15,"163","200","Prevalence",0.147268622253406
16,"163","200","Prevalence",0.147268622253406
17,"163","200","Prevalence",0.147268622253406
18,"163","200","Prevalence",0.147268622253406
19,"163","200","Prevalence",0.147268622253406
20,"163","200","Prevalence",0.147268622253406
21,"163","200","Prevalence",0.147268622253406
22,"163","200","Prevalence",0.147268622253406
23,"163","200","Prevalence",0.147268622253406
24,"163","200","Prevalence",0.147268107308101
25,"163","200","Prevalence",0.147262561961508
26,"163","200","Prevalence",0.147245029778478
27,"163","200","Prevalence",0.147209360213465
28,"163","200","Prevalence",0.147150716371782
29,"163","200","Prevalence",0.147065468742582
30,"163","200","Prevalence",0.146951013770299
31,"163","200","Prevalence",0.146805603028115
32,"163","200","Prevalence",0.146628194351531
33,"163","200","Prevalence",0.146418324265265
34,"163","200","Prevalence",0.146175999298426
35,"163","200","Prevalence",0.145901603739535
36,"163","200","Prevalence",0.145595821609674
37,"163","200","Prevalence",0.145259570888185
38,"163","200","Prevalence",0.144893948267863
39,"163","200","Prevalence",0.144500182937358
40,"163","200","Prevalence",0.144079598086078
41,"163","200","Prevalence",0.143633579002047
42,"163","200","Prevalence",0.143163546787236
43,"163","200","Prevalence",0.142670936849721
44,"163","200","Prevalence",0.1421571814494
45,"163","200","Prevalence",0.141623695675992
46,"163","200","Prevalence",0.141071866326259
47,"163","200","Prevalence",0.140503043223671
48,"163","200","Prevalence",0.139918532589485
49,"163","200","Prevalence",0.139319592130894
50,"163","200","Prevalence",0.138707427560652
51,"163","200","Prevalence",0.13808319030451
52,"163","200","Prevalence",0.137447976188846
53,"163","200","Prevalence",0.136802824931827
54,"163","200","Prevalence",0.136148720288001
55,"163","200","Prevalence",0.135486590719033
56,"163","200","Prevalence",0.134817310482872
57,"163","200","Prevalence",0.134141701050391
58,"163","200","Prevalence",0.133460532772929
59,"163","200","Prevalence",0.132774526733938
60,"163","200","Prevalence",0.132084356708584
61,"163","200","Prevalence",0.131390651186803
62,"163","200","Prevalence",0.130693995472447
63,"163","200","Prevalence",0.129994933837197
64,"163","200","Prevalence",0.129293971690479
65,"163","200","Prevalence",0.128591577733035
66,"163","200","Prevalence",0.127888186070342
67,"163","200","Prevalence",0.127184198268972
