"start_prevalence","treatment_cov","delayMos","vector_density_increase","save_location","which_prevalence","itn_vector_compact","irs_vector_compact","larvicide_vector_compact","t_itn_compact","t_irs_compact","t_larvicide_compact","surv_bioassay","seasonality","burn_in_time","introduction_time","after_time","LHC_on","LHC_row_run","LHC_total_rows","seed","location","net_type","save_cols","intervention_decoded","save_name_base"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.4","0;0;0","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 0%/IRS 0%/Larvicide 0%","vR4YFt0LsO"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.8","0;0;0","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 80%/IRS 0%/Larvicide 0%","y5RDrc5oUu"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.4","0;0;0.8","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 0%/IRS 80%/Larvicide 0%","7XRlkEm7jy"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.8","0;0;0.8","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 80%/IRS 80%/Larvicide 0%","t4PrEQDBIM"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.4","0;0;0","0;0;0.4","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 0%/IRS 0%/Larvicide 40%","LrynBlfDV9"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.8","0;0;0","0;0;0.4","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 80%/IRS 0%/Larvicide 40%","u1NYNvAcOn"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.4","0;0;0.8","0;0;0.4","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 0%/IRS 80%/Larvicide 40%","d3nD4PcNS7"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.8","0;0;0.8","0;0;0.4","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"Pyrethroid","Incidence;Prevalence","ITN 80%/IRS 80%/Larvicide 40%","QPiXlIJNFi"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.4","0;0;0","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"PBO-pyrethroid","Incidence;Prevalence","ITN 0%/IRS 0%/Larvicide 0%","vIm4HDom3a"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.8","0;0;0","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"PBO-pyrethroid","Incidence;Prevalence","ITN 80%/IRS 0%/Larvicide 0%","KOUGitmicd"
0,0.4,14,7.4850530459066,"output/model_run_density_increase/paper_example_run/","prevs_2_10","0;0.4;0.4","0;0;0.8","0;0;0","-100;2;5475","-100;2;5475","-100;2;5475",0.4314444,FALSE,4380,1095,5475,TRUE,"1",1,1,1,"PBO-pyrethroid","Incidence;Prevalence","ITN 0%/IRS 80%/Larvicide 0%","tcFNgz0Skt"
